gene,HiC_1,HiC_2,HiC_3,HiC_4,HiC_5
NPEPL1,-0.012635385,-0.011775851,-0.014053526,-0.01184609,-0.016105633
NPFF,-0.01263539,-0.0117758205,-0.014053608,-0.011845636,-0.016105572
NPFFR1,-0.012629256,-0.011803342,-0.014059445,-0.011947732,0.011567296
NPFFR2,-0.012646097,-0.011740674,-0.014079887,-0.011432699,-0.01663651
NPHP1,-0.012635278,-0.011775791,-0.014052291,-0.011848935,-0.016097067
NPHP3,-0.012634652,-0.011778506,-0.014055652,-0.01184786,-0.016091866
NPHP4,-0.012635382,-0.011775817,-0.014053737,-0.011843744,-0.016104724
NPHS1,-0.012635391,-0.011775817,-0.014053606,-0.011845626,-0.01610559
NPHS2,-0.0126353875,-0.011775818,-0.014053617,-0.0118453065,-0.016105436
NPL,-0.012635382,-0.0117758345,-0.014053616,-0.011844949,-0.016105248
NPLOC4,-0.0126354555,-0.011777043,-0.014056263,-0.01184457,-0.016104426
NPM1,-0.012634648,-0.011773221,-0.014049681,-0.011849214,-0.016132923
NPM2,-0.0126364175,-0.011770793,-0.014065268,-0.01181497,-0.01618464
NPM3,-0.012635053,-0.0117771495,-0.014054121,-0.011841298,-0.01244989
NPNT,-0.01264205,-0.011754665,-0.014071433,-0.011573961,-0.016440567
NPPA,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NPPB,-0.012635391,-0.011775811,-0.014053614,-0.011845547,-0.016105594
NPPC,-0.012635236,-0.011775144,-0.014051847,-0.01185011,-0.016090427
NPR1,-0.012635389,-0.011775794,-0.014053624,-0.011845495,-0.016105467
NPRL2,-0.012634149,-0.011780601,-0.014055514,-0.011853617,-0.016089104
NPSR1,-0.012642477,-0.01173979,-0.014027692,-0.011685979,-0.016758494
NPTN,-0.012635391,-0.011775819,-0.01405361,-0.011845621,-0.016105596
NPY,-0.012636065,-0.011772774,-0.014051117,-0.011831228,-0.016167272
NPY1R,-0.012636174,-0.011773089,-0.014055189,-0.011818447,-0.016143732
NPY2R,-0.012637665,-0.011767416,-0.014057158,-0.011776434,-0.016213626
NQO1,-0.01263525,-0.011774783,-0.014050372,-0.0050751143,-0.016149206
NR0B1,0.11626138,-0.0118731605,-0.013970322,-0.0129083,-0.015430237
NR0B2,-0.01263539,-0.011775817,-0.014053617,-0.0118455235,-0.016105525
NR1D1,-0.01263556,-0.011779032,-0.01406055,-0.011842897,-0.016102409
NR1D2,-0.012633655,-0.011781682,-0.014061129,-0.011840464,-0.016081335
NR1H2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NR1H3,-0.012634451,-0.0117754685,-0.0074062524,-0.011811089,-0.016116941
NR1H4,-0.012635391,-0.011775847,-0.014053594,-0.011845769,-0.016105318
NR1I2,-0.012634409,-0.01177943,-0.014056344,-0.01184884,-0.016087586
NR1I3,-0.0126353875,-0.011775828,-0.014053602,-0.011845519,-0.016105488
NR2C1,-0.012635391,-0.011775841,-0.014053599,-0.011845751,-0.016105376
NR2C2,-0.012634218,-0.011779789,-0.0140587585,-0.011841269,-0.01608767
NR2C2AP,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NR2E1,-0.01263545,-0.011775487,-0.014053632,-0.011842291,-0.016113147
NR2E3,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
NR2F1,-0.012634295,-0.011768124,-0.014046379,-0.011841166,-0.016206399
NR2F2,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
NR2F6,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NR3C1,-0.012633322,-0.01176754,-0.0140424,-0.011853638,-0.016198808
NR3C2,-0.012644043,-0.011746377,-0.014072549,-0.011531621,-0.016530469
NR4A1,-0.012635391,-0.011775827,-0.014053606,-0.011845678,-0.016105507
NR4A2,-0.012635341,-0.011775674,-0.014053037,-0.01184805,-0.016097248
NR4A3,-0.01263528,0.009038219,-0.01405368,-0.011843304,-0.016108705
NR5A1,-0.012635372,-0.008176981,-0.014053629,-0.011845194,-0.016106164
NR5A2,-0.012635357,-0.011775732,-0.014053676,-0.011843245,-0.016103977
NR6A1,-0.012635225,0.01996735,-0.01405375,-0.011841966,-0.016110476
NRAS,-0.012635389,-0.011775747,-0.014053648,-0.011845394,-0.016105302
NRBF2,-0.012619447,-0.011844414,-0.014067535,-0.011918516,0.11408207
NRBP1,-0.012635383,-0.01177564,-0.014053401,-0.011845428,-0.016106058
NRCAM,-0.01265504,-0.011693509,-0.013964359,-0.011585258,-0.017884266
NRF1,-0.012647576,-0.011693226,-0.014037902,-0.011334787,-0.017261155
NRG1,-0.012773611,-0.011232214,-0.016095296,-0.007891165,-0.02721527
NRG2,-0.01262955,-0.011744778,-0.014018223,-0.011835863,-0.016477782
NRG3,-0.012217019,-0.013526362,-0.01239092,-0.016084798,3.3668532
NRG4,-0.012635391,-0.01177582,-0.01405361,-0.011845622,-0.016105594
NRIP1,-0.012635494,-0.011775148,-0.014052763,-0.011847744,-0.016123004
NRL,-0.012635409,-0.011776239,-0.014053231,-0.011850997,-0.016100863
NRN1,-0.012635614,-0.011774591,-0.01405369,-0.011833673,-0.01613257
NRN1L,-0.012635337,-0.011775799,-0.014052897,-0.008891941,-0.01612075
NRP1,-0.01263045,-0.011794773,-0.014061998,-0.011768164,0.04098982
NRP2,-0.012628204,-0.011690224,-0.013949571,-0.011738911,-0.016403524
NRXN1,-0.012637469,-0.011820464,-0.013857893,-0.012392686,-0.015199517
NRXN3,-0.012029854,-0.020033464,-0.007847706,-0.107297964,0.08164792
NSA2,-0.012633038,-0.011763479,-0.014039751,-0.011849511,-0.016258309
NSD2,-0.012638119,-0.011765201,-0.014056717,-0.0117730955,-0.01623254
NSD3,-0.012636792,-0.011766829,-0.014078426,-0.011813818,-0.01624005
NSDHL,-0.0059911925,-0.011777956,-0.014050865,-0.011871521,-0.016086314
NSF,-0.012635493,-0.011777749,-0.014057786,-0.0118439775,-0.016103711
NSFL1C,-0.01263539,-0.011775822,-0.014053599,-0.011845678,-0.016105596
NSL1,-0.0126353735,-0.011775821,-0.0140536195,-0.011844394,-0.016104957
NSMAF,-0.012635866,-0.01177304,-0.014060739,-0.011833386,-0.016147526
NSMCE1,-0.0126334885,-0.011788257,-0.014039509,0.1172148,-0.01667292
NSMCE2,-0.01263695,-0.011768142,-0.014070757,-0.01179868,-0.016224517
NSMCE3,-0.012635391,-0.011775819,-0.014053611,-0.011845622,-0.016105592
NSMCE4A,-0.012634855,-0.0117782205,-0.014053969,-0.011854397,-0.013488661
NSUN2,-0.012629339,-0.011778439,-0.014032661,-0.011956808,-0.015979258
NSUN4,-0.012635388,-0.01177574,-0.014053653,-0.011845339,-0.016105281
NT5C,-0.012635419,-0.011776367,-0.014054795,-0.0118451575,-0.016105061
NT5C1A,-0.01263539,-0.011775812,-0.01405362,-0.01184549,-0.016105503
NT5C1B,-0.012635337,-0.011775745,-0.014052838,-0.011847142,-0.016102087
NT5C2,-0.012634141,-0.011780845,-0.014054534,-0.011835425,-0.0031033526
NT5E,-0.012636506,-0.011769649,-0.014053941,-0.011783656,-0.01624568
NTAN1,-0.012634927,-0.011778524,-0.014049917,0.018976144,-0.016242897
NTF3,-0.012635396,-0.011775908,-0.014053581,-0.011846187,-0.016104676
NTF4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.016105589
NTHL1,-0.012635192,-0.0117767295,-0.014051762,0.0009987939,-0.016164523
NTM,-0.00580671,-0.0108425515,1.509201,-0.1626524,-0.08039985
NTMT1,-0.012635389,-0.011599401,-0.014053609,-0.011845606,-0.016105616
NTN1,-0.012636371,-0.011794366,-0.0140936915,-0.01182985,-0.016087282
NTN4,-0.012635392,-0.011775849,-0.014053592,-0.011845774,-0.016105283
NTNG1,-0.012635361,-0.011773629,-0.0140547855,-0.011838914,-0.016096955
NTNG2,-0.012635381,-0.0099964095,-0.014053616,-0.011845426,-0.016105859
NTPCR,-0.0126353735,-0.01177589,-0.014053593,-0.01184485,-0.016104972
NTRK1,-0.012635384,-0.011775795,-0.014053629,-0.011845165,-0.016105238
NTRK2,-0.012634866,0.08712426,-0.01405395,-0.011834577,-0.016120415
NTS,-0.012635393,-0.011775867,-0.014053563,-0.011845728,-0.016105069
NTSR1,-0.012635372,-0.011775936,-0.014053319,-0.011847269,-0.016105743
NUAK1,-0.012635391,-0.011775838,-0.0140536,-0.011845735,-0.016105402
NUB1,-0.012646506,-0.011693909,-0.014049588,-0.011224972,-0.01721516
NUBP1,-0.012632997,-0.0117921615,-0.01403669,0.15147723,-0.016818417
NUBP2,-0.012635108,-0.011777825,-0.014051669,0.0075891935,-0.016189996
NUBPL,-0.012635374,-0.011781447,-0.014048886,-0.011914793,-0.016040932
NUCB1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NUCKS1,-0.012635385,-0.011775818,-0.014053635,-0.011845022,-0.016105238
NUDC,-0.01263539,-0.011775815,-0.0140536195,-0.0118454965,-0.016105507
NUDT1,-0.012638914,-0.011747687,-0.014049141,-0.011667683,-0.016454015
NUDT12,-0.012634209,-0.011770992,-0.014047202,-0.0118514,-0.016161833
NUDT14,-0.012635499,-0.011775445,-0.014053788,-0.011842159,-0.01611041
NUDT16,-0.012634992,-0.011777301,-0.014054367,-0.011846252,-0.016091835
NUDT16L1,-0.012634913,-0.011778724,-0.014049968,0.020040667,-0.016246656
NUDT19,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NUDT2,-0.0126353735,-0.008663853,-0.0140536195,-0.0118452795,-0.016106056
NUDT21,-0.012635154,-0.011774813,-0.014049145,0.00032974468,-0.01617653
NUDT3,-0.012635459,-0.011775438,-0.014053636,-0.011841826,-0.016114157
NUDT5,-0.012634378,-0.0117796445,-0.014055508,-0.011820089,-0.001605803
NUDT7,-0.012634931,-0.011755213,-0.014017393,-0.0060955095,-0.016327012
NUDT8,-0.01263513,-0.011778276,-0.013471474,-0.011847795,-0.016073652
NUDT9,-0.012638746,-0.011765127,-0.014062512,-0.011709511,-0.01627417
NUF2,-0.012635385,-0.011775773,-0.014053626,-0.0118452,-0.01610523
NUFIP1,-0.012635837,-0.011773379,-0.014054564,-0.011808305,-0.016170382
NUFIP2,-0.01263566,-0.01178095,-0.014064692,-0.011841272,-0.016100492
NUMA1,-0.012633617,-0.0117815165,0.0061797756,-0.011894427,-0.016039861
NUMB,-0.012636654,-0.011779574,-0.014048878,-0.011905022,-0.016068704
NUMBL,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
NUP107,-0.012635392,-0.01177585,-0.014053595,-0.011845815,-0.016105276
NUP133,-0.012635378,-0.011775835,-0.014053663,-0.011844562,-0.016104924
NUP153,-0.01263585,-0.011773276,-0.014053755,-0.011820316,-0.016162813
NUP155,-0.012628014,-0.011766028,-0.014022054,-0.01194385,-0.016148496
NUP160,-0.012633063,-0.011774692,0.012326186,-0.011758317,-0.01613695
NUP188,-0.012635299,0.0055266386,-0.014053669,-0.011843689,-0.016108189
NUP205,-0.012644808,-0.011710737,-0.01405727,-0.011306493,-0.017033702
NUP210,-0.012633446,-0.011782695,-0.014060802,-0.011844892,-0.016074948
NUP214,-0.012635339,-0.0019753124,-0.014053643,-0.011844529,-0.016107062
NUP37,-0.012635391,-0.011775835,-0.0140536,-0.011845716,-0.016105423
NUP43,-0.012637397,-0.011764716,-0.014054203,-0.011733928,-0.016357977
NUP50,-0.012635388,-0.01177585,-0.014053583,-0.011845746,-0.016105574
NUP54,-0.012639536,-0.011761858,-0.014063,-0.011692468,-0.016309736
NUP58,-0.012635412,-0.011775687,-0.014053716,-0.011842574,-0.016110431
NUP62,-0.012635391,-0.011775815,-0.0140536055,-0.011845625,-0.01610559
NUP62CL,-0.001566629,-0.011796535,-0.013970055,-0.012113866,-0.015780216
NUP85,-0.012635417,-0.011776324,-0.014054708,-0.011845185,-0.01610513
NUP88,-0.012635462,-0.011777182,-0.014056556,-0.011844465,-0.016104255
NUP93,-0.01263475,-0.011771076,-0.014039477,0.017948294,-0.016297048
NUP98,-0.012632148,-0.011781458,-0.0026067316,-0.01184655,-0.01605135
NUSAP1,-0.012635391,-0.01177582,-0.01405361,-0.011845624,-0.016105592
NUTF2,-0.01263525,-0.01177577,-0.014051191,-0.0032985029,-0.016151337
NVL,-0.012635349,-0.011775924,-0.014053745,-0.011842175,-0.01610354
NXF1,-0.012634466,-0.011786352,-0.0038096174,-0.011885689,-0.0159673
NXF2,-0.012024035,-0.011784258,-0.014018312,-0.011944842,-0.015979627
NXF3,-0.010308172,-0.011779821,-0.0140351355,-0.011899796,-0.016035493
NXPH3,-0.012635427,-0.011776502,-0.014055089,-0.011845041,-0.016104933
NXT1,-0.01263539,-0.0117758205,-0.014053603,-0.011845654,-0.016105594
NXT2,-0.0046197916,-0.011779796,-0.014035025,-0.011897973,-0.01603665
OAS1,-0.012635391,-0.01177583,-0.0140536055,-0.011845692,-0.016105482
OAS2,-0.012635391,-0.0117758205,-0.014053607,-0.011845636,-0.016105564
OAS3,-0.012635391,-0.011775832,-0.014053604,-0.011845709,-0.016105456
OASL,-0.012635391,-0.011775829,-0.014053604,-0.011845687,-0.01610549
OAT,-0.012634956,-0.011777192,-0.014054279,-0.011820684,-0.006567535
OAZ1,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.016105589
OAZ2,-0.01263539,-0.011775819,-0.014053609,-0.011845624,-0.016105594
OAZ3,-0.012635389,-0.011775821,-0.014053608,-0.011845565,-0.016105533
OBSCN,-0.012635339,-0.011776019,-0.014053632,-0.011842437,-0.016103484
OBSL1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
OCA2,-0.012635426,-0.011775827,-0.014053814,-0.011845095,-0.016105717
OCLN,-0.012629821,-0.011741402,-0.014018497,-0.011837121,-0.016547736
OCRL,-0.00943863,-0.011780816,-0.014041413,-0.011905971,-0.016048433
ODF1,-0.012635581,-0.011774876,-0.014055687,-0.0118398825,-0.016120097
ODF2,-0.012635381,-0.010046446,-0.014053615,-0.011845431,-0.016105851
OFD1,0.046610482,-0.011788061,-0.014042654,-0.011977651,-0.016019994
OGA,-0.012634512,-0.011779346,-0.014054723,-0.011836552,-0.006545665
OGDH,-0.012636628,-0.011773654,-0.014041372,-0.011876185,-0.016213415
OGDHL,-0.012617425,-0.011847861,-0.014092148,-0.011692558,0.14273675
OGG1,-0.012635187,-0.011776385,-0.014055219,-0.011842182,-0.01610502
OGN,-0.012635371,-0.007991807,-0.014053621,-0.011845204,-0.016106157
OGT,-0.007243009,-0.011779106,-0.014043224,-0.011891789,-0.016056828
OIP5,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
OLA1,-0.012635023,-0.011773882,-0.014048927,-0.011850191,-0.016093077
OLFM4,-0.012635963,-0.011772726,-0.014054689,-0.011800804,-0.016184505
OLIG1,-0.0126354,-0.011775759,-0.014053533,-0.011845817,-0.016107153
OLIG2,-0.012635399,-0.011775761,-0.014053536,-0.011845809,-0.016107097
OLR1,-0.012635391,-0.011775842,-0.014053601,-0.011845775,-0.016105367
OMA1,-0.012635372,-0.011775288,-0.014053922,-0.011843915,-0.016103413
OMG,-0.012635654,-0.011780818,-0.014064403,-0.011841386,-0.01610062
ONECUT1,-0.012635391,-0.01177582,-0.014053612,-0.011845622,-0.016105596
ONECUT2,-0.01261073,-0.01186608,-0.014032689,-0.012593469,-0.015091883
ONECUT3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
OOEP,-0.012635421,-0.011775626,-0.014053626,-0.011843659,-0.01610989
OPA1,-0.012632738,-0.011785765,-0.0140592195,-0.011848757,-0.01601701
OPCML,-0.0020873738,-0.010091839,1.9759843,-0.24293226,-0.12013292
OPHN1,0.14422812,-0.011820279,-0.01396273,-0.012396546,-0.015619291
OPLAH,-0.012635596,-0.011775048,-0.014055217,-0.011838597,-0.016118998
OPN1LW,-0.007968462,-0.011775777,-0.014053455,-0.011845142,-0.016105369
OPN1SW,-0.012640461,-0.011737522,-0.014053923,-0.011566233,-0.016601166
OPN4,-0.012632665,-0.011786971,-0.014054552,-0.01182685,0.015075565
OPRD1,-0.01263539,-0.011775803,-0.0140536195,-0.011845523,-0.016105529
OPRK1,-0.012635588,-0.011773537,-0.0140594365,-0.011844453,-0.016133232
OPRL1,-0.012635387,-0.011775842,-0.0140535515,-0.011845946,-0.01610562
OPRM1,-0.012660813,-0.011635213,-0.014061049,-0.0104323,-0.019300196
OPTN,-0.012634118,-0.01178134,-0.0140554905,-0.011856892,-0.008999585
OR10AG1,-0.012634525,-0.011778224,0.004550015,-0.011837205,-0.016078198
OR10J1,-0.012635384,-0.011775698,-0.014053681,-0.01184501,-0.016104972
OR2F2,-0.012639863,-0.011748918,-0.014055412,-0.011592959,-0.016547628
OR2W3,-0.012635366,-0.011775928,-0.014053678,-0.0118436795,-0.016104436
OR3A1,-0.012635429,-0.011776559,-0.014055208,-0.011844997,-0.01610486
OR4N2,-0.012635294,-0.0117774345,-0.014052365,-0.011864541,-0.016086578
OR4X1,-0.01263362,-0.011778977,0.0006565516,-0.011771297,-0.016074475
OR51B6,-0.012633966,-0.011777963,-0.005121233,-0.011860735,-0.016086232
OR51E1,-0.012631173,-0.011776424,0.0046073804,-0.011866896,-0.016127624
OR51E2,-0.012634362,-0.01177841,-0.0020348348,-0.011834474,-0.016076993
OR51F2,-0.0126353605,-0.011775574,-0.0020486305,-0.011841911,-0.01610821
OR5F1,-0.012633236,-0.011774468,0.0016143704,-0.0118029285,-0.016139686
OR7D4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
OR7G3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ORAI2,-0.012638272,-0.011752843,-0.014053346,-0.011691708,-0.016385322
ORAI3,-0.012635043,-0.011777667,-0.014050506,0.011197478,-0.016210124
ORC1,-0.012635383,-0.0117756035,-0.01405375,-0.0118448045,-0.016104663
ORC2,-0.012634933,-0.011774048,-0.014048251,-0.011854182,-0.016080908
ORC3,-0.012636372,-0.011770387,-0.0140539035,-0.011791097,-0.016228931
ORC4,-0.012635272,-0.011775054,-0.014051931,-0.011847639,-0.016099244
ORC5,-0.012641906,-0.011750636,-0.014021205,-0.011779646,-0.01669408
ORC6,-0.01263518,-0.011775383,-0.014050372,-0.0006423196,-0.01616608
ORM1,-0.012635388,-0.011465935,-0.01405361,-0.011845592,-0.016105635
ORM2,-0.012635389,-0.01160703,-0.014053609,-0.011845608,-0.016105615
ORMDL1,-0.012635205,-0.011775688,-0.014051657,-0.011851731,-0.016087806
ORMDL2,-0.012635391,-0.011775834,-0.014053603,-0.011845718,-0.016105447
ORMDL3,-0.0126355905,-0.011779612,-0.014061804,-0.011842402,-0.016101843
OS9,-0.012635391,-0.011775828,-0.0140536055,-0.011845677,-0.016105503
OSBP,-0.012633247,-0.011790758,0.055506226,-0.011872358,-0.015913468
OSBP2,-0.012635322,-0.011777106,-0.014052748,-0.011850219,-0.016104601
OSBPL1A,-0.012614452,-0.0118535375,-0.014036686,-0.012480111,-0.015235086
OSBPL5,-0.012634178,-0.011778089,-0.01193322,-0.011786623,-0.016082637
OSCAR,-0.012635391,-0.011775817,-0.014053606,-0.011845626,-0.01610559
OSGEPL1,-0.012635147,-0.011775693,-0.014050934,-0.011851852,-0.016089888
OSM,-0.012635387,-0.011775888,-0.0140535645,-0.01184587,-0.016105535
OSMR,-0.012627264,-0.011761479,-0.014017502,-0.011944787,-0.016204914
OST4,-0.01263538,-0.011775815,-0.014053464,-0.011845986,-0.016104683
OSTC,-0.012636672,-0.01177159,-0.014056699,-0.011796431,-0.016169272
OSTM1,-0.0126354685,-0.011775387,-0.01405364,-0.011841277,-0.016115418
OTC,0.20543301,-0.011795914,-0.014034967,-0.012057526,-0.015964907
OTUB1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
OTUD5,0.016651085,-0.011786159,-0.014043549,-0.011959517,-0.01602988
OTUD7A,-0.012635396,-0.011775826,-0.014053642,-0.011845544,-0.01610565
OTUD7B,-0.012635387,-0.0117758,-0.014053629,-0.011845266,-0.016105335
OTX2,-0.012635063,-0.011781042,-0.014049613,-0.011906594,-0.01604403
OVCA2,-0.012635433,-0.011776629,-0.014055358,-0.01184494,-0.016104786
OVGP1,-0.0126353875,-0.011775721,-0.014053663,-0.011845274,-0.016105188
OXA1L,-0.012635355,-0.011776498,-0.014053081,-0.0118536195,-0.016097628
OXCT1,-0.012623603,-0.011775081,-0.014009264,-0.012046574,-0.015949868
OXCT2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
OXER1,-0.012635376,-0.011775542,-0.0140532255,-0.011845696,-0.016105162
OXNAD1,-0.012633743,-0.011781404,-0.014060893,-0.011839315,-0.01607996
OXSM,-0.012634922,-0.011777353,-0.014055973,-0.011843202,-0.016100818
OXT,-0.01263539,-0.011775819,-0.014053607,-0.0118456315,-0.01610559
OXTR,-0.012635035,-0.0117770415,-0.014055204,-0.011843588,-0.016098415
P2RX1,-0.012635407,-0.01177614,-0.014054304,-0.011845352,-0.016105277
P2RX2,-0.01263539,-0.01177582,-0.014053608,-0.01184563,-0.01610558
P2RX3,-0.012634396,-0.011773794,0.022121701,-0.011747068,-0.016139219
P2RX4,-0.01263539,-0.011775821,-0.014053607,-0.011845638,-0.016105564
P2RX5,-0.012635474,-0.011777405,-0.014057037,-0.0118442755,-0.01610403
P2RX6,-0.012635385,-0.011775921,-0.014053537,-0.011845996,-0.016105516
P2RX7,-0.012635391,-0.011775831,-0.014053603,-0.011845694,-0.016105475
P2RY1,-0.012634461,-0.011779358,-0.014055169,-0.011846631,-0.016068539
P2RY12,-0.012634248,-0.011780038,-0.014056267,-0.011847349,-0.016072435
P2RY13,-0.012634955,-0.011777475,-0.014054318,-0.011846275,-0.016088752
P2RY14,-0.012633092,-0.011784412,-0.014058629,-0.011849334,-0.016033756
P2RY2,-0.012633965,-0.011778589,-0.0041300687,-0.011884958,-0.01607794
P2RY4,-0.0005275232,-0.01177896,-0.014043637,-0.011882502,-0.016065344
P2RY6,-0.012634567,-0.011780017,-0.0002377294,-0.011872562,-0.016053507
P2RY8,0.0061734724,-0.011790555,-0.014040476,-0.012006558,-0.016002176
P3H2,-0.012632227,-0.011787643,-0.014059742,-0.011849451,-0.015993828
P3H3,-0.012635391,-0.011775842,-0.014053601,-0.011845767,-0.016105354
P4HA1,-0.0126301255,-0.011798387,-0.014058305,-0.011870299,0.02462722
P4HA2,-0.012632515,-0.011762881,-0.014037476,-0.011854857,-0.01625945
P4HA3,-0.0126328785,-0.011782195,0.004309985,-0.011925359,-0.016036313
P4HB,-0.012635449,-0.011776945,-0.01405604,-0.01184467,-0.016104471
PA2G4,-0.012635391,-0.011775829,-0.0140536055,-0.011845689,-0.016105495
PAAF1,-0.012633112,-0.0117800245,0.013886237,-0.011906086,-0.016064072
PABPC1,-0.012635507,-0.011775268,-0.014054924,-0.011842133,-0.016114447
PABPC3,-0.012635418,-0.011775627,-0.014053835,-0.01183982,-0.0161144
PABPC4,-0.012635387,-0.011775719,-0.014053671,-0.01184525,-0.016105171
PABPC5,-0.0032929464,-0.011778694,-0.014041267,-0.011882738,-0.016058711
PABPN1,-0.012635406,-0.011776525,-0.014052995,-0.011854478,-0.016097575
PACS1,-0.012633822,-0.011781565,0.0090711685,-0.011885363,-0.016037378
PACSIN1,-0.012635442,-0.011775527,-0.0140536325,-0.011842734,-0.016112091
PACSIN2,-0.012635382,-0.011775977,-0.014053488,-0.01184624,-0.016105494
PACSIN3,-0.012634525,-0.011784246,-0.0123786805,-0.0118487105,-0.015995981
PADI2,-0.01263539,-0.011775804,-0.014053617,-0.011845481,-0.016105542
PAF1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
PAFAH1B1,-0.012635624,-0.0117802415,-0.014063164,-0.011841868,-0.016101215
PAFAH1B2,-0.012628405,-0.011799019,0.005286167,-0.012088756,-0.015838966
PAFAH1B3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
PAG1,-0.012636705,-0.011769174,-0.014068941,-0.011807007,-0.016208347
PAH,-0.012635392,-0.011775854,-0.0140535915,-0.011845822,-0.016105229
PAICS,-0.012638021,-0.011766616,-0.0140588535,-0.011755663,-0.016232781
PAIP1,-0.012632306,-0.011773728,-0.014041294,-0.011893183,-0.01609276
PAIP2,-0.01263454,-0.011773745,-0.014049526,-0.01185219,-0.016122293
PAIP2B,-0.012635371,-0.011775333,-0.014052864,-0.011845447,-0.016105779
PAK1,-0.012629768,-0.011789181,0.09960781,-0.012008271,-0.01596031
PAK1IP1,-0.012635435,-0.0117755765,-0.014053627,-0.01184332,-0.01611079
PAK2,-0.01263473,-0.011778221,-0.014055418,-0.011847317,-0.016092634
PAK3,0.058874663,-0.011848879,-0.0137901455,-0.012746129,-0.015067008
PAK4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
PAK5,-0.012635389,-0.011775843,-0.014053543,-0.011845956,-0.016105687
PAK6,-0.012635391,-0.011775819,-0.01405361,-0.011845624,-0.016105592
PALB2,-0.012634541,-0.01178026,-0.014045957,0.044331957,-0.016360922
PAM16,-0.01263491,-0.011778572,-0.014049497,0.02036143,-0.016250428
PAN2,-0.012635391,-0.011775834,-0.014053603,-0.0118457135,-0.016105449
PAN3,-0.012636313,-0.011770879,-0.01405512,-0.011778414,-0.016225945
PANK1,-0.012628906,-0.011803856,-0.014058275,-0.011894372,0.029346745
PANK2,-0.012635389,-0.011775827,-0.014053589,-0.011845738,-0.016105602
PANK4,-0.01263539,-0.011775814,-0.014053618,-0.011845503,-0.016105536
PANX1,-0.01261998,-0.011863,0.0764055,-0.012600678,-0.015021047
PAOX,-0.012634519,-0.011779679,-0.014055122,-0.011860396,-0.0140696885
PAPOLA,-0.0126352385,-0.011780918,-0.0140495,-0.011906876,-0.01604633
PAPOLB,-0.012636605,-0.011767146,-0.014051535,-0.011799379,-0.016219104
PAPOLG,-0.012635363,-0.0117755085,-0.014052612,-0.011847416,-0.016100388
PAPPA,-0.012635179,0.028085325,-0.014053746,-0.011841172,-0.016111564
PAPPA2,-0.012635333,-0.011775633,-0.014053696,-0.011841535,-0.016102953
PAPSS1,-0.012646561,-0.011739492,-0.014081672,-0.011406865,-0.01666295
PAPSS2,-0.01262953,-0.0118003,-0.014057747,-0.011840035,0.037805554
PAQR3,-0.012639672,-0.011762109,-0.014064832,-0.011673381,-0.016320128
PAQR5,-0.012635391,-0.01177582,-0.01405361,-0.011845621,-0.016105596
PAQR8,-0.012636007,-0.011772405,-0.014053795,-0.011811359,-0.016183037
PARD3,-0.012602914,-0.011897009,-0.0141115375,-0.011348844,0.34103823
PARD3B,-0.012480473,-0.009749326,-0.011751905,-0.008898789,-0.024235679
PARD6A,-0.012635364,-0.011775093,-0.0140523175,-0.011244478,-0.016115012
PARD6B,-0.0126353875,-0.011775838,-0.014053563,-0.011845889,-0.016105615
PARD6G,-0.012629454,-0.011797582,-0.014048603,-0.012025608,-0.015861249
PARG,-0.012599541,-0.011926072,-0.014121561,-0.0119141,0.21583155
PARK7,-0.01263539,-0.011775812,-0.014053612,-0.0118455505,-0.01610555
PARL,-0.012634987,-0.011777298,-0.014054521,-0.011846522,-0.016094554
PARN,-0.012632217,-0.011791982,-0.014026752,0.19449507,-0.017036963
PARP1,-0.012635377,-0.01177585,-0.014053642,-0.011844548,-0.016104897
PARP12,-0.012643525,-0.011713543,-0.0140592465,-0.011368102,-0.016900524
PARP14,-0.012634162,-0.011780312,-0.014057269,-0.011849224,-0.016085118
PARP2,-0.012635412,-0.011776285,-0.014053188,-0.011851598,-0.016100345
