	MF: KIRC	MF: BRCA	MF: READ	MF: PRAD	MF: STAD	MF: HNSC	MF: LUAD	MF: THCA	MF: BLCA	MF: ESCA	MF: LIHC	MF: UCEC	MF: COAD	MF: LUSC	MF: CESC	MF: KIRP	METH: KIRC	METH: BRCA	METH: READ	METH: PRAD	METH: STAD	METH: HNSC	METH: LUAD	METH: THCA	METH: BLCA	METH: ESCA	METH: LIHC	METH: UCEC	METH: COAD	METH: LUSC	METH: CESC	METH: KIRP	GE: KIRC	GE: BRCA	GE: READ	GE: PRAD	GE: STAD	GE: HNSC	GE: LUAD	GE: THCA	GE: BLCA	GE: ESCA	GE: LIHC	GE: UCEC	GE: COAD	GE: LUSC	GE: CESC	GE: KIRP	CNA: KIRC	CNA: BRCA	CNA: READ	CNA: PRAD	CNA: STAD	CNA: HNSC	CNA: LUAD	CNA: THCA	CNA: BLCA	CNA: ESCA	CNA: LIHC	CNA: UCEC	CNA: COAD	CNA: LUSC	CNA: CESC	CNA: KIRP
AANAT	0.0	0.00530758470497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0250457153605228	0.0	0.0054460657327261	0.0	0.0	0.0	0.0613298295013674	0.0340307594828771	0.0709277541975184	0.0746829221055004	0.0880955782703481	0.0379123578929379	0.0050694435715764	0.0363990824764793	0.1298845995336117	0.0054509417819901	0.1132949063428762	0.063334391796089	0.0459256002323956	0.0244139784411728	0.0108476501584972	0.0091356207402229	0.014108266328603	0.0798747655418172	0.0458149880486371	0.0702266448824615	0.0315845187502282	0.0262787033808687	0.0143840576962732	0.1656360535541629	0.0174672518763298	0.0482623334848861	0.0379004942446528	0.0511327608670425	0.044980732749495	0.0041181715189812	0.0399490004882135	0.0128459297624072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888888888888888	0.7348484848484849	0.0	0.0	0.0	0.0	0.5221238938053098	0.0	1.0
AAR2	0.0	0.0053103548980731	0.0	0.0	0.0257132090888546	0.016454006098322	0.0	0.0	0.0	0.0	0.0	0.0038196523143521	0.0054186142762336	0.0	0.0269482829406006	0.0408118728181577	0.0395920654882887	0.0130521406126016	0.0506757717374868	0.0227955918492636	0.0528434222567809	0.0326459621577348	0.0337452635378468	0.0171083546636021	0.1232197501502754	0.0313330942646258	0.0215139061174086	0.0500938565514722	0.023679095590751	0.0493502870116802	0.0154180937566285	0.0163388871386356	0.0032711181758204	0.004416046817733	0.0422458652445823	0.0216981095565873	0.0151804414798751	0.0367250127811119	0.0332817430328904	0.0081637598879644	0.0226488105628558	0.0144838494902084	0.0228585948829346	0.0346849437519539	0.0288531702863626	0.0267575676539508	0.0618356591595043	0.0169777951297257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AARS2	0.0	0.010510247929102	0.0	0.0	0.0130375846673292	0.0217663302138192	0.0	0.0	0.0	0.0	0.0249652590265846	0.0115436889992615	0.0054331344084111	0.0546948894154264	0.0281830761196376	0.0818439569772147	0.044055061686328	0.0409584100643954	0.0502596438077239	0.0811266561941758	0.0330502548727837	0.0660256874061695	0.0809052836963701	0.1111153828118019	0.0942818250307743	0.039575423584891	0.0312142370290309	0.0649876143846519	0.026741454598979	0.0402400902873133	0.0138147467726867	0.0647742179231326	0.0053777073202213	0.0156602637254021	0.0232110266890994	0.0156633392381923	0.0308574143314153	0.0149952836747754	0.0467545561270252	0.0201848095163733	0.0406102590640315	0.023491435418202	0.1032343564739376	0.0205710772189748	0.0169123226142671	0.044059750417438	0.032014650047942	0.0092395818024212	0.0	0.0	0.3673469387755103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.294478527607362	0.0	0.0	0.1306532663316583
AARSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0059852617302351	0.0013073356193519	0.0084831551634122	0.0106364727999767	0.0007500957369391	0.002738825909422	0.0059147935177173	0.0031497117743013	0.0120397385156142	0.0206883365433161	0.0007176903792734	0.0037049529141281	0.007271837226282	0.0146592629176264	0.0044959562117887	0.0048331956364172	0.0224820684311457	0.0143034004100735	0.0262163701294697	0.0477128900859992	0.0281227079978125	0.0057265996695714	0.0624224555473622	0.0099653002471561	0.0081627558287693	0.0119627343635048	0.0450895282436764	0.019386299720488	0.0372898042189892	0.0410224003685225	0.0426813325403295	0.0453086734837909	0.0	0.4702154626108999	0.0	0.0	0.0	0.0	0.0	0.0888888888888888	0.0	0.0	0.0	0.4453125000000001	0.0	0.0	0.0	0.0
AASDHPPT	0.0128252052526391	0.0053114536515047	0.0	0.0455441483341509	0.0	0.0109596480325439	0.0	0.00356612060623	0.0	0.0	0.0	0.0116032114102361	0.0108921371535133	0.0	0.0281921995666304	0.0	0.0082842635822203	0.0109285135200892	0.0079351467133259	0.0086342249855933	0.0455893053736313	0.012984660060698	0.0044882829160087	0.0014938337180806	0.0165342619613163	0.0330022171650855	0.0112186271984294	0.0011130588082744	0.009256830015359	0.0038001302006446	0.0249933657051763	0.0110941891415529	0.010183181467114	0.019888890033578	0.0340020587665124	0.03139385393568	0.036898306623458	0.0089664550204841	0.0246664560934297	0.0150080922279302	0.0113422588846701	0.0186494108979039	0.0043633055889792	0.0236655213231804	0.0432007667215738	0.0298905301862363	0.0508076274799528	0.0062415498112236	0.0	0.0	0.2585034013605442	0.1462585034013605	0.0	0.0	0.3183023872679045	0.0	0.6136363636363635	0.0	0.3431734317343173	0.0	0.0	0.0	0.7136563876651983	0.1608040201005025
AASS	0.0	0.0106182584560621	0.0	0.0455251475509389	0.0383514212233509	0.0105670261450331	0.0818374140297814	0.0	0.0	0.0	0.0250058459596863	0.0038243398402766	0.0162651413794933	0.0	0.0270454353131084	0.1226008220118309	0.0131994506573837	0.0451856416785468	0.0605696709871647	0.0094181034007522	0.0981927530865483	0.0229630337115388	0.0060489164165634	0.0145278167319948	0.0088051496500417	0.0185179606664467	0.0104618947655105	0.0151912306312649	0.1271435696322891	0.001169291170545	0.0843317195620205	0.0107534381239941	0.0632530711538214	0.2327366613956911	0.0220868294966657	0.0090027105609357	0.0209252323109321	0.0785762136656082	0.0711972114183726	0.1340963447017752	0.1422902739284923	0.0983101729003755	0.1468938362067879	0.2064677518997165	0.003158751407923	0.0538724510534509	0.1789271516299232	0.0700580209290556	0.3763440860215054	0.0	0.0	0.0	0.0	0.0	0.0	0.0111111111111111	0.0	0.0	0.1254612546125461	0.24609375	0.0	0.0	0.2643171806167401	0.0
AATF	0.0	0.0	0.0	0.022649321936279	0.0	0.0	0.0	0.0	0.0614485918991552	0.0	0.0	0.0192554153198823	0.0	0.0	0.0282135380946074	0.0	0.0083890624671592	0.0075800033695276	0.0177415033518858	0.0202980303121363	0.0111899454536367	0.0175905914718556	0.0162610507152555	0.0114866889675951	0.0270179421304395	0.0127134700432023	0.021216574229084	0.0150858054131531	0.0026398525372575	0.0001842178699233	0.0002318744473098	0.0106988152184035	0.0259388540117376	0.0378411134341953	0.0402975072160889	0.0207832141391697	0.0524355117231528	0.0570172140254429	0.0407963233471495	0.0132508285124731	0.024769840129968	0.0404602038414873	0.0701926974478427	0.0049255091111484	0.0548483873238546	0.0337231083658411	0.0208356679267834	0.027478160181117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888888888888888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABAT	0.0	0.0052852752544724	0.0	0.0	0.0250477457440465	0.0052709054638211	0.0200902517813116	0.0035986214628076	0.0	0.0	0.0248503644354834	0.0077314075376908	0.0	0.0	0.0	0.0	0.0234132881899895	0.0499510438982443	0.0001425796026141	0.0088095060738773	0.031775175897795	0.0115621094013882	0.0096360531205602	0.0031728643266984	0.0332578276386824	0.0154376469034231	0.0196592687045243	0.0540091996517503	0.0075041000090119	0.0201465432043191	0.0063654103575764	0.0420364776158107	0.1764037500555036	0.0749360205826786	0.0093673247201974	0.044666355476809	0.0588383275307371	0.1026186901755711	0.035693996381009	0.0788622133757303	0.0093317059895501	0.0800578906295899	0.1558776659401395	0.0725660335006281	0.0611471321844307	0.083410141956582	0.0148665351415238	0.1616586742272433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3295454545454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCA1	0.051144206649454	0.0211287139074524	0.0	0.0222286630324743	0.0254456910167778	0.0327777339981092	0.0591875059176792	0.0	0.0290868143346229	0.0808008633873539	0.0746169693473545	0.0409677563506652	0.0538274360590527	0.108518786455473	0.027808087565868	0.0407184777214576	0.1024833498565641	0.2208192950691045	0.0115093082815923	0.1142700621745006	0.0956445417606749	0.02675747361281	0.0810885013189113	0.0610186032018802	0.0235268469667189	0.0058903047376258	0.068354882018978	0.006580296381837	0.043715015328745	0.0606294443281924	0.0558475473756525	0.0319906968712883	0.0950728422736089	0.1506025392581874	0.0688376680314964	0.0063646761742711	0.067214412790454	0.0726247125469861	0.1227556885383598	0.0641263880837432	0.0631835069400281	0.04863075084365	0.0785301818739507	0.0097271527912662	0.0859049588874195	0.0455363723951512	0.0262513179993528	0.050289006999156	0.0	0.0	0.0	0.2108843537414965	0.0	0.0	0.0	0.3111111111111111	0.6742424242424242	0.0	0.4391143911439115	0.0	0.0	0.0	0.0	0.0
ABCA2	0.0	0.0207359085107501	0.0	0.0	0.0601594544011803	0.021519560309411	0.0	0.0035957049591304	0.029681153015313	0.0263357886544481	0.0987115854751843	0.0189129298795701	0.0202053271346291	0.0	0.0276808084780411	0.0401901224794347	0.1013057026095899	0.0989365114107507	0.0143236694378739	0.1336200211296618	0.0115953704824518	0.1483465171690673	0.1346271866827176	0.0055178347839768	0.1362543353325566	0.0795213525929142	0.120392436932517	0.1611087494488591	0.0099722025553561	0.1590110454398953	0.1315733635313657	0.1122069807661251	0.0202539052982859	0.006317414039903	0.0268613537984742	0.0969922385917101	0.0374304145897741	0.0098076766187912	0.0372199993224554	0.0335504561491874	0.0345382095413726	0.1040915814892625	0.0661568699260149	0.0027653585921087	0.0235079890813919	0.0141984490734292	0.0253125633332661	0.0159301686117727	0.0	0.376425855513308	0.0	0.0	0.3948220064724919	0.0	0.0	0.3111111111111111	0.0	0.0	0.4391143911439115	0.15234375	0.0	0.0	0.0	0.0
ABCA7	0.0255098784008199	0.0209685159111789	0.0	0.0	0.0249118309333116	0.0207945641870794	0.0	0.0	0.060864210080805	0.0	0.0237677461303929	0.0221349419645522	0.0102341093880974	0.0	0.0	0.2444804022264314	0.0102365585211977	0.010239384553899	0.0071131713971687	0.0079753392027862	0.0015376246875168	0.0148667199804914	0.0185143631694449	0.0054788542079218	0.0180574133340619	0.0024443449642765	0.0061445875426543	0.0141653404308534	0.0038975600817255	0.0024049672093514	0.0001923108491985	0.0078323759888408	0.0120648023340066	0.0162934387554089	0.0325279770872012	0.0059138709312991	0.0476864750786807	0.0515750630691962	0.0042142099621225	0.0321583097562664	0.041414483589506	0.0143305541145514	0.0886262214489088	0.1839503809472844	0.026315269194024	0.0534939903516822	0.3357102244918922	0.0669305860188932	0.0	0.0	0.2448979591836734	0.0	0.0	0.0	0.0	0.0777777777777777	0.5492424242424242	0.6482758620689656	0.3210332103321033	0.0	0.1932515337423312	0.0	0.0	0.0
ABCB1	0.0384011069527311	0.0052933080267374	0.0	0.1136442025142541	0.1153779781712224	0.0215949894857563	0.1206730591442131	0.0	0.0300526523023088	0.0	0.0744222271311162	0.0336829350794735	0.0262589125288263	0.1069279325211878	0.0810805810536988	0.0407314014150312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1099884559230677	0.2725042154217634	0.1031572747594646	0.0139512232940744	0.0231520430569624	0.094737307546422	0.1491677666536793	0.0220883645451451	0.2234987653507618	0.0874580197804353	0.0078377788570683	0.362283614132226	0.1327389793171565	0.2137876013865688	0.4158614284341815	0.0120530757616291	0.0	0.0	0.0	0.3435374149659864	0.0	0.0	0.0	0.0111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB10	0.0	0.0105123272170761	0.0	0.0	0.0385908270782709	0.0	0.0205209268363073	0.0	0.0916928162399356	0.0	0.0	0.0192102644495252	0.005436824742265	0.0	0.0564041619453787	0.0	0.0155813815049279	0.0012808895222595	0.0132992925618831	0.0065072266869189	0.0034836760060361	0.0057619233977057	0.0004114402750753	0.0033740341474643	0.0151208137181026	0.000730204259986	0.0023243207206648	0.0079169849029556	0.0042831753481749	0.0186373622043114	0.0012266702050162	0.0036167750436008	0.0046024816364002	0.0157031243295525	0.0010313069503108	0.0312516959490574	0.0208833250440215	0.0129202882570349	0.0015341616890342	0.0721164336823438	0.0199247577330172	0.0063730939293349	0.0441973973983364	0.011119359827355	0.0050710953575855	0.0021129046175448	0.0017227674965975	0.0144346499020193	0.0946236559139784	0.0	0.3333333333333335	0.1598639455782312	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.9889298892988932	0.88671875	0.0	0.0	0.0	0.0
ABCB4	0.0128096095645071	0.0157806553128092	0.0561342411531731	0.0227208500241264	0.0503248664822183	0.0271149844707649	0.0803831099691055	0.0	0.0610452361581316	0.0	0.0	0.0185917509025745	0.0212282355671935	0.0545064959849047	0.0534757169428425	0.0407589534690749	0.1213297255287887	0.2773350536119945	0.0039115562536609	0.3584666407352366	0.2810151045275103	0.2730724194917942	0.263608607842859	0.0500662619222648	0.1820526329822431	0.1053875968583882	0.0292161723996686	0.0328233851291135	0.1026384298751465	0.0268377938500995	0.3612701957469862	0.24309251482557	0.1251635487063213	0.0188404155165805	0.0328995573994033	0.0365465703071984	0.012489631005782	0.0822242523539302	0.118088992670418	0.0375711105526308	0.1612801737372255	0.0628960782876345	0.0905420375654297	0.0284973714204245	0.03774987010392	0.0022019719006166	0.0776042247401614	0.0871162403707127	0.0	0.0	0.0	0.3435374149659864	0.0	0.0	0.0	0.0111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCB6	0.0	0.0	0.0282604011699841	0.0227662160180504	0.0129966445090859	0.0219667144733859	0.0203587370205097	0.0	0.0	0.0	0.0	0.0267052770967571	0.0053164489450335	0.0	0.0	0.040894872964731	0.0345791466627073	0.1050414195132586	0.0125892643484231	0.0042445599751403	0.0602467753961551	0.1145011230145561	0.0441591045682235	0.0582626056676792	0.1508950143098257	0.093051245341975	0.0423320585544084	0.0356931075946293	0.0015996797042693	0.1076745915511033	0.0368372217831633	0.0355012649739617	0.0823908013698884	0.0112881755288243	0.0755245220070891	0.0484187553356447	0.0065919680950068	0.0012399540143814	0.1647193401247936	0.083328001430413	0.0583190381943556	0.0654810186775526	0.0219815385698465	0.0637135850252614	0.0585609553119215	0.1645194403237518	0.0131242937216331	0.0267612183541526	0.0	0.0	0.0	0.0	0.0	0.413157894736842	0.0	0.1444444444444444	0.0	0.0	0.0	0.0	0.0	0.3517699115044247	0.0	0.0603015075376884
ABCB7	0.0	0.0260984887682319	0.0	0.0227012268520931	0.0120741323220099	0.0	0.0598111378349628	0.0	0.0304127231755201	0.0	0.0	0.0112091029997815	0.0	0.0548827119221375	0.0280540271956788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078304861844038	0.0379243024259699	0.001466882529207	0.0051095980237289	0.0003676519194732	0.030281551912509	0.0051747339769888	0.0039575686088345	0.0381488288895787	0.0271829048554602	0.0110308669446059	0.0329711400947278	0.0088724390493466	0.0032066810138437	0.0188202886371011	0.0219048339362083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCC1	0.0127572705012192	0.015507568626605	0.0281942295603697	0.0	0.0376963010234302	0.0259634105338848	0.0608611223012206	0.0	0.0306671473335873	0.0	0.0249531040710523	0.0227401343548573	0.0107978708211061	0.0542293164507152	0.0	0.0817857150277252	0.0514740052747851	0.0419289858456559	0.0381907258387993	0.019782619664705	0.0236051424530195	0.0317827876610729	0.042971200069643	0.0039340927190239	0.0823807643921888	0.0034936091318216	0.0467805645568984	0.0451596916165103	0.0068063583110047	0.0148633515890791	0.0527754132666968	0.0512268244075497	0.0424229649930232	0.0168306185245616	0.0692993459724493	0.0428222761275222	0.0256602408151932	0.0381841590700874	0.0014839146945353	0.0654808173556796	0.0365004148318175	0.0119476120851958	0.0667047715061693	0.1000915631387237	0.0883242508276289	0.105063845739148	0.0662734326998036	0.0208783262860583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABCC11	0.0127242713245954	0.0153773533539235	0.0280583604486179	0.0454307910372656	0.0624499303117467	0.0324911710675898	0.060336652777424	0.0	0.0305551838283807	0.0536210584559846	0.0247466222612127	0.0220134857606259	0.0215768038161077	0.0	0.0	0.0407121429659704	0.0596220114943655	0.1519166537540143	0.0395732978240696	0.064618365840278	0.0531054781638625	0.1991345550023275	0.0281355089513582	0.0968226448134845	0.0765113609275032	0.3114893210536709	0.1963661052341153	0.4239805701376397	0.008042948118563	0.025232791067649	0.0404790175461248	0.1050155527556802	0.0541126802946391	0.1192618059782064	0.0231623043696213	0.060690499518382	0.0318850684500991	0.0149828431624775	0.0788800676095563	0.1554116647747603	0.0334161402348382	0.0199186928176463	0.0546459529338585	0.1501013121316061	0.031447301314429	0.0603228854272113	0.0766168479844242	0.0634457329352805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.2334801762114537	0.0
