gene,relative_pos,arm_id,dist_centromere_norm,local_gene_density_1mb
ABRA,0.7363632812714043,1,0.4077306067743889,-2.407597197876578
ABRAXAS1,0.44159402167911743,1,0.16590047663908916,-0.6482494964473641
ABRAXAS2,0.9333975921318538,1,0.6213005031100991,-0.4765535435250502
ABT1,0.15544554004703748,0,0.18759847722819173,1.1460810003066035
ABTB1,0.6433400448625946,1,0.16915133805801696,-0.39911861997745324
ACAA1,0.1927149313337888,0,0.2511741775919021,-0.19292840563422506
ACAA2,0.6061231627938526,1,0.36277442181363767,-0.5593329074576887
ACACA,0.43850403244230785,1,0.12075129801376214,0.22868752268983572
ACACB,0.819041161128126,1,0.5336511037068247,0.27232232708789444
ACAD10,0.8379364744892106,1,0.5525464170679093,-0.13138543471709122
ACAD8,0.9935044801837565,1,0.580931801099141,-0.9630406692626738
ACAD9,0.6495256244456752,1,0.17533691764109752,0.18340573809821908
ACADL,0.8678929057107396,1,0.469865563757025,-1.2307738545230364
ACADM,0.30580340259212435,0,0.1816577700723161,-1.3909881420032717
ACADS,0.9052594623333499,1,0.6198694049120484,0.5400555123482564
ACADSB,0.9207465226610856,1,0.6086494336393309,-0.07284578172006453
ACADVL,0.0877455209488343,0,0.18566962262921669,1.725418570632044
ACAN,0.8717586268603473,1,0.6698692386815542,0.087368505760171
ACAT1,0.7999877057785862,1,0.3874150266939708,-0.4765535435250502
ACAT2,0.9361649783884899,1,0.5662384657220162,-0.32637969022337887
ACBD3,0.9081358377036902,1,0.39098567180701227,-0.07284578172006453
ACBD6,0.7235907287869907,1,0.2064405628903127,-0.39911861997745324
ACE,0.7582353688105493,1,0.4404826343820036,0.5738556314977947
ACE2,0.1002702894869446,0,0.2739152612059878,-0.32637969022337887
ACER1,0.10688308303898952,0,0.3057741074288391,1.0150609726438022
ACER2,0.13759849089708753,0,0.19735548384204332,-1.2307738545230364
ACER3,0.5677864615067912,1,0.15521378242217582,-0.19292840563422506
ACHE,0.6314689755813772,1,0.24375678272476123,1.2827941579041637
ACIN1,0.21934231390278897,1,0.04141886867889699,0.8415888167581567
ACKR1,0.638615556348002,1,0.1214653904513241,0.9437632741532421
ACKR2,0.2165803742535631,0,0.2273087346721278,0.087368505760171
ACKR3,0.9764978629282897,1,0.5784705209745751,-1.0894548375933713
ACLY,0.4933170749850884,1,0.1755643405565427,1.835123606063939
ACMSD,0.5576830948490973,1,0.15965575289538267,-0.8486851439675778
ACO1,0.22957932379675697,0,0.10537465094237389,-0.32637969022337887
ACO2,0.8163904066550334,1,0.46749358526880436,0.6698928638358428
ACOT1,0.6894037319582366,1,0.5114802867343446,0.3944437363398736
ACOT11,0.2208877044282269,0,0.26657346823621353,0.27232232708789444
ACOT12,0.4458321840844161,1,0.16559048418580058,-0.7442867287854121
ACOT13,0.14426678744777044,0,0.19877722982745874,-0.4765535435250502
ACOT2,0.6896940871847238,1,0.5117706419608319,0.43253661456813
ACOT4,0.6899007066075924,1,0.5119772613837004,0.43253661456813
ACOT7,0.0256331457645596,0,0.46182802689988084,-0.017029909421994536
ACOT8,0.7057172396197604,1,0.2392395334461342,1.1460810003066035
ACOX1,0.9108488542612304,1,0.5930961198326847,1.3011124508612117
ACOX2,0.2954548759956132,0,0.14843423293007768,-0.39911861997745324
ACOX3,0.043969952835373666,0,0.20818239765664462,0.43253661456813
ACP1,0.0011168614320399585,0,0.37100580847303416,-1.5759419633309955
ACP2,0.35009713901512723,0,0.03210663550491148,0.5738556314977947
ACP5,0.1976718929868961,0,0.21498529748093248,1.2641918491137125
ACR,0.9975758395461332,1,0.6486790181599041,0.6067296024866359
ACSBG1,0.7656086440336244,1,0.5637192558548313,-0.07284578172006453
ACSF3,0.987138507257056,1,0.5599335322182775,0.7588094528255186
ACSL1,0.9715311364523177,1,0.6958375914122894,-0.2577996030477885
ACSL3,0.9200990353704571,1,0.5220716934167425,-0.8486851439675778
ACSL4,0.7014984199193974,1,0.2957550516981455,-0.8486851439675778
ACSL5,0.8422943269300529,1,0.5301972379082982,-1.5759419633309955
ACSM1,0.22879132324118023,0,0.15414370619772488,0.13634775054327078
ACSM2B,0.22763225305922755,0,0.15530277637967757,0.087368505760171
ACSM5,0.2261822850647381,0,0.156752744374167,0.18340573809821908
ACSS1,0.3968748056342891,0,0.00930986368696363,-0.7442867287854121
ACSS2,0.5313380516336874,1,0.06486034546006125,0.5738556314977947
ACSS3,0.6088265765680793,1,0.32343651914677785,-1.3909881420032717
ACTA1,0.9210341104827177,1,0.40388394458603977,-0.39911861997745324
ACTBL2,0.31383334661763745,1,0.033591646719021935,-1.5759419633309955
ACTC1,0.3421899363270129,1,0.14030054814821982,-0.2577996030477885
ACTG1,0.9789205052859645,1,0.6611677708574188,1.166591326805181
ACTG2,0.30482469829393843,0,0.0672979716111357,0.8679596559318693
ACTL6A,0.9054198279457534,1,0.4312311211411758,-0.6482494964473641
ACTL6B,0.6299374307298283,1,0.24222523787321248,1.37171074689384
ACTL7A,0.7904721966567047,1,0.4314411920208921,-0.9630406692626738
ACTN1,0.646429560853265,1,0.468506115629373,-0.6482494964473641
ACTN2,0.9503594616921737,1,0.4332092957954957,-0.8486851439675778
ACTN3,0.49125284812178993,1,0.07868016903717447,1.6186971636640013
ACTN4,0.6626232181263797,1,0.17893487192228555,1.2260989708854568
ACTR10,0.5466681645771374,1,0.3687447193532455,-0.6482494964473641
ACTR1A,0.7691169372234856,1,0.45701984820173086,0.7588094528255186
ACTR1B,0.4040984492998672,1,0.0060711073461525746,-0.017029909421994536
ACTR2,0.2692302705895545,0,0.10289239931551962,-1.2307738545230364
ACTR3,0.47156237939807516,1,0.07353503744436052,-0.5593329074576887
ACTR3B,0.9583129933673,1,0.5706008005106842,-1.7946959038082573
ACTR3C,0.9424542513593946,1,0.5547420585027788,0.7588094528255186
ACTR5,0.5932379693178256,1,0.12676026314419936,-0.39911861997745324
ACTR6,0.7516835790782043,1,0.46629352165690297,-0.8486851439675778
ACTR8,0.2722249444166502,0,0.1716641645090407,-0.7442867287854121
ACVR1,0.652398104661232,1,0.25437076270751735,-1.2307738545230364
ACVR1B,0.3912396197304491,1,0.10584956230914773,0.9190237403057542
ACVR1C,0.6514586614497563,1,0.25343131949604164,-1.2307738545230364
ACVR2A,0.6112070486300144,1,0.2131797066762997,-2.0624290890686194
ACVR2B,0.19449820406708473,0,0.24939090485860618,0.13634775054327078
ACVRL1,0.3907969961874653,1,0.1054069387661639,0.9437632741532421
ACY1,0.26269823070043125,0,0.18119087822525964,1.060342757235419
ACYP2,0.2235417194106006,0,0.1485809504944735,-0.8486851439675778
ADA,0.6861857704625047,1,0.21970806428887854,0.7588094528255186
ADAM10,0.5750582660576773,1,0.37316887787888414,-0.5593329074576887
ADAM11,0.5277132111611017,1,0.20996047673255602,0.9437632741532421
ADAM12,0.9435882740829553,1,0.6314911850612006,-1.0894548375933713
ADAM15,0.6219809939811544,1,0.10483082808447647,1.2065891933393238
ADAM17,0.03973175539395819,0,0.33239091451111596,-0.39911861997745324
ADAM19,0.8673270789871457,1,0.5870853790885302,-0.2577996030477885
ADAM2,0.2708896589354452,0,0.023581614886204753,-0.8486851439675778
ADAM21,0.6605103664161021,1,0.48258692119221,-0.39911861997745324
ADAM22,0.5510780714552064,1,0.16336587859859047,-0.6482494964473641
ADAM28,0.16523205409045127,0,0.1292392197311987,-0.7442867287854121
ADAM30,0.4831989846877854,0,0.004262187976655031,-0.7442867287854121
ADAM8,0.9966681569856031,1,0.6845710679638484,0.22868752268983572
ADAM9,0.26583458126068715,0,0.02863669256096283,-0.19292840563422506
ADAMTS1,0.5861824755694979,1,0.28906983902624345,-2.0624290890686194
ADAMTS12,0.1863186223207484,0,0.06849680894801245,-0.9630406692626738
ADAMTS13,0.9652198097219237,1,0.6061888050861111,0.5738556314977947
ADAMTS18,0.8563503073269427,1,0.4291453322881642,-1.2307738545230364
ADAMTS2,0.9875073998732887,1,0.7072656999746733,0.18340573809821908
ADAMTS4,0.6465869366881136,1,0.12943677079143567,1.1039775616334782
ADAMTS5,0.5883001406921831,1,0.29118750414892863,-2.0624290890686194
ADAMTS7,0.7712535054629903,1,0.5693641172841972,-0.07284578172006453
ADAMTSL1,0.1303612154285806,0,0.2045927593105503,-1.2307738545230364
ADAMTSL2,0.966048087876287,1,0.6070170832404744,0.5400555123482564
ADAMTSL3,0.8242891552667109,1,0.6223997670879178,-0.32637969022337887
ADAMTSL5,0.025525756125384397,0,0.38713143434244424,1.561551845376609
ADAP1,0.006072000240444398,0,0.3583900287009449,-0.017029909421994536
ADAP2,0.36036808698444156,1,0.042615352555895845,-0.13138543471709122
ADAR,0.6201682843550468,1,0.10301811845836886,1.3544467816694936
ADCY1,0.287096963985427,0,0.07736506495596233,-0.5593329074576887
ADCY10,0.6733425069380269,1,0.1561923410413489,-0.13138543471709122
ADCY2,0.04208044141771125,0,0.2127349898510496,-1.3909881420032717
ADCY3,0.10317708754948147,0,0.2689455823555927,-0.07284578172006453
ADCY5,0.6215686778512919,1,0.14737997104671424,-0.2577996030477885
ADCY6,0.3673599951648051,1,0.08196993774350374,0.968002985088854
ADCY7,0.5568721658726686,1,0.12966719083389006,-0.7442867287854121
ADCY8,0.9013361869763322,1,0.5727035124793168,-2.407597197876578
ADCY9,0.045209746741269936,0,0.3377252826976352,0.991762670059828
ADCYAP1,0.011636200343536698,0,0.1856043581351638,-0.9630406692626738
ADD1,0.01511112416862702,0,0.23704122632339128,0.22868752268983572
ADD2,0.2915928179633917,0,0.08052985194168243,0.27232232708789444
ADD3,0.825070478052392,1,0.5129733890306373,-0.9630406692626738
ADGRA2,0.25738607743370157,0,0.037085196387948396,-0.07284578172006453
ADGRB1,0.9809690833721418,1,0.6523364088751265,0.31442576576102077
ADGRE5,0.24531839149000753,0,0.16733879897782108,0.9190237403057542
ADGRF5,0.2739214542691322,0,0.06912256300609694,-0.39911861997745324
ADGRG3,0.6387349595211665,1,0.211529984482388,0.6698928638358428
ADGRL1,0.2416375992802041,0,0.17101959118762453,0.8146253251235881
ADGRL2,0.3294503747695778,0,0.1580107978948626,-3.7257395581597854
ADGRL3,0.32698744599362245,1,0.05129390095359415,-3.7257395581597854
ADH1A,0.524210693042514,1,0.2485171480024857,-0.13138543471709122
ADH1B,0.5243642679486804,1,0.24867072290865205,-0.13138543471709122
ADH1C,0.5245299718014155,1,0.24883642676138723,-0.13138543471709122
ADH4,0.5234613663572977,1,0.2477678213172694,-0.19292840563422506
ADH5,0.5231430998697617,1,0.24744955482973344,-0.19292840563422506
ADH7,0.524942703871296,1,0.24924915883126778,-0.19292840563422506
ADHFE1,0.4602423538210777,1,0.1316096793240623,-0.07284578172006453
ADI1,0.01444178682154744,0,0.3576808830835267,-1.0894548375933713
ADIPOQ,0.9421577772780588,1,0.4679690704734812,-0.017029909421994536
ADIPOR1,0.8141141562090631,1,0.29696399031238524,0.43253661456813
ADIPOR2,0.013804757863159128,0,0.23497767439153552,-0.9630406692626738
ADK,0.5621461410187308,1,0.2500490519969761,0.087368505760171
ADM,0.07649217094084555,0,0.3057116035791932,-0.6482494964473641
ADNP,0.7858199900611689,1,0.3193422838875427,-0.32637969022337887
ADO,0.476382336848277,1,0.1642852478265223,-1.0894548375933713
ADORA1,0.8148351152954599,1,0.29768494939878204,0.31442576576102077
ADORA2A,0.48390422014290113,1,0.13500739875667206,0.5738556314977947
ADORA2B,0.1953779293138105,0,0.07803721426424047,0.13634775054327078
ADPGK,0.7125711411389012,1,0.5106817529601081,-0.017029909421994536
ADRA1A,0.182184328058435,0,0.11228694576321495,-0.4765535435250502
ADRA1B,0.880777293192404,1,0.6005355932937885,-0.6482494964473641
ADRA1D,0.06688727835962321,0,0.33929739096162953,0.036304421386286166
ADRA2A,0.8325446315253755,1,0.5204475425036209,-1.0894548375933713
ADRA2B,0.39794702513480573,1,0.0,0.43253661456813
ADRA2C,0.019717916223856796,0,0.2324344342681615,-0.19292840563422506
ADRB1,0.8544314027457476,1,0.5423343137239929,-0.4765535435250502
ADRB2,0.8192077329463529,1,0.5389660330477374,-0.017029909421994536
ADRB3,0.2584126343562764,0,0.036058639465373535,-0.07284578172006453
ADRM1,0.9659662070221713,1,0.4994885008485452,0.18340573809821908
ADSL,0.7945582465311177,1,0.44566142514488866,0.22868752268983572
AEBP2,0.14729232634323183,0,0.10149010591146282,-1.7946959038082573
AFAP1,0.04107178068043845,0,0.21108056981157983,-0.5593329074576887
AFDN,0.9835493972018255,1,0.6136228845353519,-0.6482494964473641
AFF1,0.46014564173285877,1,0.18445209669283044,-0.39911861997745324
AFF4,0.7310340017751957,1,0.4507923018765802,0.13634775054327078
AFG3L2,0.15821768589999483,0,0.039022872578705646,-0.39911861997745324
AFMID,0.9384001531617444,1,0.6206474187331986,-0.07284578172006453
AGA,0.9330566217624136,1,0.6573630767223853,-2.407597197876578
AGAP2,0.43426162924327666,1,0.14887157182197533,0.8679596559318693
AGER,0.18788778255277777,0,0.1551562347224514,1.7381152487173033
AGFG1,0.9390706426697901,1,0.5410433007160754,-0.13138543471709122
AGGF1,0.4219824657135059,1,0.14174076581489034,-0.5593329074576887
AGL,0.40261667592796085,0,0.08484449673647955,-0.32637969022337887
AGMAT,0.06381080791770626,0,0.4236503647467342,0.43253661456813
AGMO,0.09690160586557146,0,0.26756042307581784,-2.0624290890686194
AGO1,0.14590042285190535,0,0.3415607498125351,0.31442576576102077
AGO2,0.9673688353549071,1,0.6387361608578918,-0.8486851439675778
AGO3,0.1463073546364404,0,0.34115381802800004,0.27232232708789444
AGO4,0.14563074649270383,0,0.3418304261717366,0.355101691020533
AGPAT1,0.1878322468237119,0,0.1552117704515173,1.725418570632044
AGPAT2,0.9883957249080648,1,0.6293647202722523,1.5468298829730431
AGPAT3,0.9421647086493747,1,0.6450520721061204,0.8415888167581567
AGPAT4,0.9445285317861577,1,0.574602019119684,-1.3909881420032717
AGPAT5,0.045041417350501614,0,0.24942985647114835,0.5400555123482564
AGPS,0.7333264300808867,1,0.33529908812717213,-0.8486851439675778
AGR2,0.10589528454188409,0,0.2585667443995052,-0.9630406692626738
AGR3,0.10626156573905614,0,0.2582004632023332,-0.8486851439675778
AGRN,0.0039057054144711638,0,0.4835554672499693,1.0150609726438022
AGRP,0.7472430642359235,1,0.32003808919714494,1.4544901108264776
AGT,0.9261919632288499,1,0.40904179733217194,-0.2577996030477885
AGTR1,0.749602969219194,1,0.27541426241461636,-0.8486851439675778
AGTR2,0.7426012503593727,1,0.33685788213812073,-1.3909881420032717
AGTRAP,0.047363974270700014,0,0.4400971983937404,0.355101691020533
AGXT,0.9943054170620744,1,0.5962780751083597,0.5738556314977947
AGXT2,0.19358753097997372,0,0.061227900288787135,-0.5593329074576887
AHCTF1,0.9911665676451815,1,0.47401640174850357,0.31442576576102077
AHCY,0.5217543782264707,1,0.05527667205284462,0.46945721631562914
AHCYL1,0.44351695115736545,0,0.043944221507075,0.729896610831026
AHCYL2,0.8104093283729549,1,0.422697135516339,0.27232232708789444
AHI1,0.7931040841657737,1,0.42317757149929996,-1.3909881420032717
AHNAK,0.4611804107292125,1,0.048607731644597064,1.1867569255661157
AHR,0.10789885484962256,0,0.25656317409176677,-0.7442867287854121
AHRR,0.0020982281981077773,0,0.2527172030706531,-0.017029909421994536
AHSA1,0.7259458727070466,1,0.5480224274831546,-0.017029909421994536
AHSG,0.9409784336047184,1,0.46678972680014075,-0.13138543471709122
AHSP,0.34906476364336914,0,0.03387026579553596,0.968002985088854
AICDA,0.0654476688581809,0,0.18333476339651372,0.27232232708789444
AIF1,0.1845769431864232,0,0.15846707408880598,1.8234179046054106
AIFM1,0.8326063034743998,1,0.4268629352531478,-0.32637969022337887
AIFM2,0.5303062025858211,1,0.21820911356406633,0.087368505760171
AIM2,0.6382811198693061,1,0.12113095397262821,0.9190237403057542
AIMP1,0.5610842678716745,1,0.2853907228316462,-1.0894548375933713
AIMP2,0.038055965695778154,0,0.32640606324561117,0.43253661456813
AIP,0.49810288416005044,1,0.08553020507543503,1.0823585103839506
AIPL1,0.077809589999213,0,0.19560555357883797,1.0823585103839506
AJAP1,0.01919205449040787,0,0.46826911817403255,-2.407597197876578
AJUBA,0.21840869555659018,1,0.04048525033269821,0.7588094528255186
AK2,0.13444336413508876,0,0.35301780852935166,0.6387268289113581
AK3,0.033465651719771616,0,0.30148832301935924,-0.39911861997745324
AK4,0.263410402897251,0,0.22405076976718946,-1.0894548375933713
AK5,0.3124833839431036,0,0.17497778872133682,-0.9630406692626738
AK8,0.960797857818496,1,0.6017668531826834,0.5400555123482564
AKAP1,0.6796039015109389,1,0.3618511670823932,-0.39911861997745324
AKAP10,0.24440648038227872,0,0.029008663195772263,-0.07284578172006453
AKAP12,0.8860726712043423,1,0.5161461585378686,-1.0894548375933713
AKAP13,0.8398227491147296,1,0.6379333609359366,-0.8486851439675778
AKAP14,0.7666761909018683,1,0.3609328226806163,0.355101691020533
AKAP3,0.03541521395718753,0,0.2133672182975071,-0.19292840563422506
AKAP4,0.3217644027303051,0,0.0524211479626273,0.5738556314977947
AKAP5,0.6049091500531815,1,0.42698570482928944,-0.2577996030477885
AKAP7,0.7686677935847694,1,0.39874128091829575,-0.7442867287854121
AKAP8,0.2617568781793524,0,0.1509003122884762,0.9437632741532421
AKAP8L,0.26231478562721094,0,0.15034240484061767,0.9190237403057542
AKAP9,0.5759447061585531,1,0.1882325133019372,-0.39911861997745324
AKIRIN1,0.15833195256111318,0,0.32912922010332724,-0.017029909421994536
AKIRIN2,0.5166013551571119,1,0.1466748424906382,-0.5593329074576887
AKR1A1,0.18465725307059516,0,0.3028039195938453,0.7588094528255186
AKR1B1,0.8428848525640812,1,0.4551726597074653,-0.4765535435250502
AKR1C1,0.037004975558039,0,0.24336593183739075,-0.32637969022337887
AKR1C2,0.03722362797489857,0,0.2431472794205312,-0.32637969022337887
AKR1C3,0.03772989667365521,0,0.24264101072177455,-0.2577996030477885
AKR1C4,0.038735439554847144,0,0.2416354678405826,-0.13138543471709122
AKR1D1,0.8655662829088868,1,0.477854090052271,-0.9630406692626738
AKR7A2,0.07877036141867827,0,0.4086908112457622,0.27232232708789444
AKR7A3,0.07868447196366263,0,0.4087767007007778,0.27232232708789444
AKT1,0.9804511318818879,1,0.8025276866579959,0.3944437363398736
AKT1S1,0.8519934885401294,1,0.3683051423360351,1.712586096623081
AKT2,0.6894052870823095,1,0.20571694087821535,1.1867569255661157
AKT3,0.9782641945754671,1,0.46111402867878915,-1.3909881420032717
AKTIP,0.5924576928454445,1,0.16525271780666592,-1.3909881420032717
ALAD,0.8225570979859558,1,0.46352609335014316,0.22868752268983572
ALAS1,0.2638102739169497,0,0.1800788350087412,1.1039775616334782
ALB,0.38857397832942014,1,0.11288043328939186,-0.13138543471709122
ALCAM,0.5312057401780192,1,0.057017033373441585,-2.8940843236142024
ALDH18A1,0.7185695783237047,1,0.40647248930195,-0.13138543471709122
ALDH1A1,0.5353985910872742,1,0.17636758645146156,-1.5759419633309955
ALDH1A2,0.5707309962201625,1,0.3688416080413694,-0.6482494964473641
ALDH1A3,0.9892529402117158,1,0.7873635520329227,-0.5593329074576887
ALDH1B1,0.2718979259132936,0,0.06305604882583725,-0.19292840563422506
ALDH1L1,0.63563314771968,1,0.1614444409151024,-0.4765535435250502
ALDH1L2,0.787867004049513,1,0.5024769466282117,-0.8486851439675778
ALDH2,0.8384641360512677,1,0.5530740786299664,-0.13138543471709122
ALDH3A1,0.24196964944114313,0,0.03144549413690783,0.087368505760171
ALDH3A2,0.24102208122868332,0,0.03239306234936765,0.13634775054327078
ALDH3B1,0.5020971802575811,1,0.0895245011729656,0.8415888167581567
ALDH4A1,0.07708548898660517,0,0.4103756836778352,-0.07284578172006453
ALDH5A1,0.14327335944063885,0,0.19977065783459033,-0.5593329074576887
ALDH6A1,0.6943427284364703,1,0.5164192832125782,0.6698928638358428
ALDH9A1,0.6645906952424403,1,0.1474405293457624,-1.0894548375933713
ALDOC,0.3313255732696547,1,0.013572838841108976,0.8679596559318693
ALG1,0.056560848547723884,0,0.32637418089118125,0.31442576576102077
ALG10,0.2553495114880518,0,0.0,-2.8940843236142024
ALG10B,0.2892528604096341,1,0.003862802988332739,-2.8940843236142024
ALG11,0.4568898431932002,1,0.2875747380751762,-0.017029909421994536
ALG12,0.9804778681881843,1,0.6315810468019553,0.6067296024866359
ALG13,0.7146007459495219,1,0.30885737772826993,-0.9630406692626738
ALG14,0.3831053002672358,0,0.10435587239720458,-0.9630406692626738
ALG2,0.7221796452208572,1,0.36314864058504465,-0.7442867287854121
ALG3,0.9290044188428553,1,0.4548157120382777,0.5052755443222042
ALG5,0.3260347944451239,1,0.15671968932709993,-0.5593329074576887
ALG8,0.5764795678454513,1,0.1639068887608358,-0.2577996030477885
ALG9,0.8273528368067805,1,0.41478015772216503,0.27232232708789444
ALK,0.12245116273387761,0,0.24967150717119654,-0.8486851439675778
ALKBH1,0.7280567434196737,1,0.5501332981957817,-0.017029909421994536
ALKBH2,0.8183009287989536,1,0.5329108713776521,0.27232232708789444
ALKBH3,0.32533313058756363,0,0.05687064393247508,-0.8486851439675778
ALKBH4,0.6415851219008922,1,0.25387292904427633,0.355101691020533
ALKBH5,0.2229174602787529,0,0.050497683299298074,0.5400555123482564
ALKBH7,0.10779853088290052,0,0.3048586595849281,1.0150609726438022
ALKBH8,0.7955539012650322,1,0.38298122218041686,-0.5593329074576887
ALMS1,0.3031775476657993,0,0.06894512223927485,0.6067296024866359
ALOX12,0.08506315212436792,0,0.18835199145368303,1.5904646873711012
ALOX15,0.05591341533570761,0,0.21750172824234337,1.166591326805181
ALOX15B,0.0978800411994747,0,0.17553510237857628,1.6996148904774526
ALOX5,0.3386997394845176,1,0.026602650462762882,-0.8486851439675778
ALOX5AP,0.27188890484020484,1,0.10257379972218084,-0.9630406692626738
ALPG,0.9591862270138336,1,0.561158885060119,0.18340573809821908
ALPI,0.9593904216192202,1,0.5613630796655056,0.22868752268983572
ALPL,0.08774460184795287,0,0.39971657081648754,-0.017029909421994536
ALPP,0.9590712082140113,1,0.5610438662602967,0.22868752268983572
ALS2,0.8330856695917551,1,0.4350583276380404,0.13634775054327078
ALS2CL,0.23594813223936298,0,0.2079409766863279,0.46945721631562914
ALYREF,0.9834026723990246,1,0.6656499379704788,1.2641918491137125
AMACR,0.18791803134793605,0,0.06689739992082482,-0.5593329074576887
AMBN,0.3738628844483709,1,0.0981693394083426,0.31442576576102077
AMBP,0.8273492660907021,1,0.46831826145488953,0.27232232708789444
AMBRA1,0.34455240293735157,0,0.037651371582687165,0.43253661456813
AMD1,0.6499020188561186,1,0.2799755061896449,-0.4765535435250502
AMDHD1,0.7198238657734356,1,0.4344338083521343,-0.4765535435250502
AMELX,0.07287413016350298,0,0.3013114205294294,-1.3909881420032717
AMFR,0.624509581692952,1,0.19730460665417346,0.5400555123482564
AMH,0.038064074262870375,0,0.3745931162049582,1.3011124508612117
AMHR2,0.4020970790140849,1,0.11670702159278358,1.2641918491137125
AMN,0.9631570521867164,1,0.7852336069628244,0.27232232708789444
AMOT,0.7216493261826324,1,0.31590595796138043,-1.7946959038082573
AMOTL1,0.7001495764841454,1,0.28757689739952996,-0.13138543471709122
AMPD1,0.4622936325602976,0,0.02516754010414281,-0.07284578172006453
AMPD3,0.07725231943619669,0,0.304951455083842,-0.5593329074576887
AMPH,0.24222400310099376,0,0.12223802584039556,-0.8486851439675778
AMT,0.24975536609665885,0,0.19413374282903204,1.4703820634569413
AMTN,0.3734751557427886,1,0.09778161070276031,0.31442576576102077
AMY1A,0.4180540537148752,0,0.06940711894956522,-1.3909881420032717
AMY1B,0.41820101021934863,0,0.06926016244509176,-1.3909881420032717
AMY1C,0.41843244996368534,0,0.06902872270075508,-1.3909881420032717
ANAPC1,0.46260703764232153,1,0.0645796956886069,-0.4765535435250502
ANAPC10,0.7631873089775926,1,0.4874937639375642,-0.8486851439675778
ANAPC11,0.9834780401454717,1,0.6657253057169259,1.2641918491137125
ANAPC13,0.677706318420595,1,0.20351761161601745,-0.7442867287854121
ANAPC15,0.5319823155794939,1,0.11940963649487851,0.355101691020533
